ult_sust_def,Total
825212,951.0
825213,362.0
825214,837.0
825215,497.0
825216,1159.0
825217,1053.0
825218,1892.0
825219,940.0
825220,391.0
825221,302.0
825222,1142.0
825223,2284.0
825224,1324.0
825225,1183.0
825226,588.0
825227,527.0
825228,443.0
825229,1547.0
825242,2869.0
825284,237.0
825285,350.0
825286,887.0
825287,356.0
825288,595.0
825289,578.0
825290,512.0
825299,2787.0
825301,3314.0
825304,4069.0
825310,3822.0
825311,6345.0
825312,6252.0
825315,2493.0
825318,2394.0
825375,2909.0
825376,2962.0
825377,717.0
825394,155.0
825395,129.0
825396,166.0
825397,125.0
825399,4403.0
825400,1366.0
825407,4757.0
825427,1732.0
825431,870.0
825474,1750.0
825493,340.0
825494,383.0
825495,844.0
825505,324.0
825506,763.0
825507,1082.0
825527,565.0
825528,3423.0
825529,1308.0
825535,4422.0
825536,2004.0
825620,4057.0
825621,3379.0
825622,3068.0
825623,2389.0
825624,1825.0
825625,1422.0
825628,789.0
825629,2215.0
825642,439.0
825643,4014.0
825644,691.0
825645,2816.0
825646,661.0
825670,3370.0
825674,1150.0
825715,4778.0
825751,13997.0
825752,5687.0
825804,2498.0
825805,564.0
825806,698.0
825807,654.0
825808,4288.0
825828,794.0
825829,1246.0
825830,525.0
825831,855.0
825833,539.0
825834,813.0
825839,732.0
825854,609.0
825855,706.0
825860,310.0
825861,717.0
825863,670.0
825884,1164.0
825895,775.0
825914,1513.0
825916,1451.0
825917,726.0
825918,5134.0
825920,2252.0
825921,1789.0
825922,1562.0
825924,1654.0
825925,973.0
825926,1213.0
825927,981.0
825928,555.0
825929,2448.0
825930,1599.0
825931,1364.0
825937,597.0
825938,539.0
825939,492.0
825940,575.0
825941,220.0
825942,525.0
825943,293.0
825944,573.0
825945,434.0
825946,2013.0
825991,456.0
825992,947.0
825993,887.0
825994,599.0
825995,1064.0
825996,402.0
825997,876.0
825998,606.0
825999,387.0
826000,250.0
826001,542.0
826003,431.0
826004,1482.0
826005,310.0
826006,614.0
826007,358.0
826008,798.0
826009,363.0
826010,315.0
826011,446.0
826012,568.0
826015,605.0
826016,356.0
826017,943.0
826018,2620.0
826019,1412.0
826020,3895.0
826021,1783.0
826023,5891.0
826044,243.0
826045,331.0
826046,999.0
826047,651.0
826048,337.0
826049,418.0
826050,630.0
826051,541.0
826052,1036.0
826053,395.0
826054,394.0
826055,382.0
826056,758.0
826057,441.0
826058,331.0
826059,388.0
826060,680.0
826061,435.0
826062,793.0
826063,555.0
826064,561.0
826065,548.0
826066,1214.0
826067,917.0
826068,1494.0
826069,491.0
826214,302.0
826215,300.0
826216,336.0
826217,652.0
826218,320.0
826219,515.0
826220,1300.0
826221,429.0
826222,800.0
826223,825.0
826224,422.0
826225,373.0
826226,220.0
826227,315.0
826228,308.0
826229,224.0
826230,325.0
826231,1311.0
826232,219.0
826242,6735.0
826245,3930.0
826246,5239.0
826247,2991.0
826248,1032.0
826249,4967.0
826250,2312.0
826251,632.0
826252,4787.0
826253,1924.0
826254,750.0
826255,3471.0
826256,2435.0
826257,2464.0
826258,969.0
826259,843.0
826260,3845.0
826261,5656.0
826262,4921.0
826263,3357.0
826264,2291.0
826265,3742.0
826266,2504.0
826267,679.0
826268,2149.0
826269,3050.0
826270,3094.0
826271,2794.0
826272,2702.0
826273,1201.0
826274,3042.0
826275,3432.0
826276,2363.0
826277,1457.0
826300,1102.0
826301,1648.0
826303,626.0
826304,609.0
826305,326.0
826306,456.0
826308,279.0
826309,315.0
826311,322.0
826316,643.0
826323,579.0
826330,1264.0
826434,1481.0
826435,622.0
826443,326.0
826444,544.0
826445,267.0
826446,324.0
826447,488.0
826448,596.0
826449,644.0
826450,798.0
826451,665.0
826452,786.0
826453,637.0
826454,417.0
826455,864.0
826456,1052.0
826457,469.0
826458,473.0
826459,817.0
826460,656.0
826461,729.0
826462,969.0
826463,312.0
826464,346.0
826465,387.0
826466,305.0
826467,277.0
826468,244.0
826469,286.0
826470,508.0
826471,528.0
826472,342.0
826473,289.0
826474,440.0
826475,1175.0
826476,2038.0
826477,847.0
826481,418.0
826484,842.0
826487,378.0
826492,334.0
826500,471.0
826501,1308.0
826502,652.0
826503,816.0
826520,1912.0
826521,1029.0
826522,261.0
826526,844.0
826528,645.0
826536,403.0
826537,404.0
826552,2620.0
826553,4096.0
826555,352.0
826556,359.0
826557,570.0
826558,553.0
826561,0.0
826563,532.0
826564,2537.0
826565,762.0
826575,714.0
826576,594.0
826577,430.0
826578,1241.0
826580,473.0
826582,1504.0
826585,393.0
826587,1031.0
826588,372.0
826590,281.0
826592,267.0
